 Mineral Name   ,   Locality Count   ,   mindat ID 1   ,   Locality Longname 1   ,   Max Age 1   ,   Min Age 1   ,   mindat ID 2   ,   Locality Longname 2   ,   Max Age 2   ,   Min Age 2   
Stistaite,11,,,,,,,,
Stöfflerite,1,296531,"NWA 856 (Djel Ibone) Martian Meteorite, Morocco",,,,,,
Stoiberite,2,824,"Izalco Volcano, Sonsonate Department, El Salvador",,,30946,"Lichtenberg Absetzer Dump, Ronneburg U Deposit, Gera, Thuringia, Germany",,
Stokesite,21,,,,,,,,
Stolperite,1,2717,"Khatyrka Meteorite, Listvenitovyi Stream, Khatyrka River, Chetkinvaiam Tectonic Melange, Iomrautvaam Massif, Koryak Upland (Koriak; Koriakskhiye), Kamchatka Krai, Russia",,,,,,
Stolzite,156,,,,,,,,
Stoppaniite,2,26973,"Capranica, Vico Volcanic Complex (Vico Lake), Viterbo Province, Lazio, Italy",1,0.236,2081,"Vetralla, Vico Volcanic Complex (Vico Lake), Viterbo Province, Lazio, Italy",1,0.095
Stottite,1,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519,,,,
Stracherite,1,2063,"Hatrurim Formation, Negev, Israel",16,13,,,,
Straczekite,4,,,,,,,,
Strakhovite,3,,,,,,,,
Stranskiite,5,,,,,,,,
Strashimirite,90,,,,,,,,
Straßmannite,2,268265,"Green Lizard Mine (Green Lizard #1 & #2), Red Canyon, White Canyon District, San Juan Co., Utah, USA",252,0,135091,"Widowmaker Mine, Fry Mesa, White Canyon, White Canyon District, San Juan Co., Utah, USA",252,201
Strätlingite,11,,,,,,,,
Strelkinite,8,,,,,,,,
Strengite,263,,,,,,,,
Stringhamite,8,,,,,,,,
Stromeyerite,332,,,,,,,,
Stronadelphite,4,,,,,,,,
Stronalsite,10,,,,,,,,
Strontianite,589,,,,,,,,
Strontiochevkinite,3,,,,,,,,
Strontiodresserite,4,,,,,,,,
Strontiofluorite,2,195868,"Kitchepakhk Mt., Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,2672,"Koashva Open Pit (Vostochnyi Mine), Koashva Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6
Strontioginorite,5,,,,,,,,
Strontiohurlbutite,1,154558,"Pegmatite No. 31 (Xikeng Mine; Xiyuantou), Nanping Pegmatite Field (Xikeng Pegmatite Field), Yanping District, Nanping, Fujian, China",390,300,,,,
Strontiojoaquinite,4,,,,,,,,
Strontiomelane,3,,,,,,,,
Strontio-orthojoaquinite,2,230111,"Kinzandani (Kanayamadani), Hashidate, Ōmi, Itoigawa City, Niigata, Japan",,,227872,"Ohmi River (Ohmi-gawa), Ōmi, Itoigawa City, Niigata, Japan",,
Strontioperloffite,1,5762,"Spring Creek Mine, Wilmington, South Flinders Ranges, Flinders Ranges, South Australia, Australia",,,,,,
Strontiopharmacosiderite,2,29436,"La Plâtrière Quarry, Granges (Lens), Sion (Sitten), Valais, Switzerland",,,3948,"Sterling Mine, Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA",1349,940
Strontioruizite,1,133369,"N'Chwaning III Mine, N'Chwaning Mines, Kuruman, Kalahari Manganese Field, Northern Cape, South Africa",2400,1010,,,,
Strontiowhitlockite,2,2722,"Kovdor Zheleznyi Mine (Iron Mine), Kovdor Massif, Murmansk Oblast, Russia",500,370.7,298139,"Phoscorite-carbonatite Pipe, Kovdor Massif, Murmansk Oblast, Russia",500,370.7
Strunzite,98,,,,,,,,
Struvite,30,,,,,,,,
Struvite-(K),2,134610,"Roßblei Mine (Rossblei Mine), Eschach Alp (Eschachboden; Martinlager), Obertalbach Valley, Schladminger Tauern, Schladming, Styria, Austria",,,3207,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Valais, Switzerland",245,241
Studenitsite,1,4440,"Pobrdzhsky Potok & Peskanya Deposits, Baljevac Na Ibru, Jarandol Basin, Raška, Raška District, Serbia",,,,,,
Studtite,25,,,,,,,,
Stumpflite,7,,,,,,,,
Sturmanite,6,,,,,,,,
Stützite,92,,,,,,,,
Suanite,16,,,,,,,,
Sudburyite,46,,,,,,,,
Sudoite,51,,,,,,,,
Sudovikovite,3,,,,,,,,
Suessite,6,,,,,,,,
Sugakiite,3,,,,,,,,
Sugilite,15,,,,,,,,
Suhailite,2,159413,"Fuengirola, Málaga, Andalusia, Spain",,,229307,"Ceuta, Spain",,
Sulfhydrylbystrite,1,2748,"Malo-Bystrinskoe Lazurite Deposit, Malaya Bystraya River Valley, Slyudyanka (Sludyanka), Lake Baikal Area, Irkutsk Oblast, Russia",481,481,,,,
Sulfoborite,10,,,,,,,,
Sulphohalite,4,,,,,,,,
Sulphotsumoite,13,,,,,,,,
Sulphur,2045,,,,,,,,
Sulvanite,48,,,,,,,,
Sundiusite,3,,,,,,,,
Suolunite,7,,,,,,,,
Suredaite,1,248963,"Veta Norte Vein, Oploca Vein System (Oploca Mine), Pirquitas Ag-Sn Deposit, Rinconada Department, Jujuy Province, Argentina",,,,,,
Surinamite,8,,,,,,,,
Surite,4,,,,,,,,
Sursassite,24,,,,,,,,
Susannite,99,,,,,,,,
Suseinargiuite,1,30503,"Punta De Su Seinargiu (Su Seinargiu; Su Senargiu), Sarroch, Cagliari Metropolitan City (Metropolitan City Of Cagliari), Sardinia, Italy",289.2,288.2,,,,
Sussexite,25,,,,,,,,
Suzukiite,4,,,,,,,,
Svabite,16,,,,,,,,
Svanbergite,105,,,,,,,,
Sveinbergeite,1,2465,"Buer, Vesterøya, Sandefjord, Vestfold, Norway",,,,,,
Sveite,3,,,,,,,,
Švenekite,1,188817,"Geschieber Vein, Svornost Mine (Einigkeit Mine), Jáchymov, Karlovy Vary District, Karlovy Vary Region, Czech Republic",270,130,,,,
Sverigeite,1,3167,"Långban, Filipstad, Värmland County, Sweden",1898,1000,,,,
Svornostite,1,188817,"Geschieber Vein, Svornost Mine (Einigkeit Mine), Jáchymov, Karlovy Vary District, Karlovy Vary Region, Czech Republic",270,130,,,,
Svyatoslavite,1,21879,"Coal Mine No. 45, Kopeisk, Chelyabinsk Coal Basin, Chelyabinsk Oblast, Russia",,,,,,
Svyazhinite,1,20031,"Chernaya Rechka Reserve-guard Station, Ilmen Mountains, Chelyabinsk Oblast, Russia",,,,,,
Swaknoite,1,5592,"Arnhem Cave, Windhoek District, Khomas Region, Namibia",,,,,,
Swamboite-(Nd),2,14740,"Swambo Hill (Swambo Mine), Kambove District, Haut-Katanga, DR Congo",900,347,5363,"Jomac Mine, White Canyon, White Canyon District, San Juan Co., Utah, USA",252,200
Swartzite,4,,,,,,,,
Swedenborgite,1,3167,"Långban, Filipstad, Värmland County, Sweden",1898,1000,,,,
Sweetite,4,,,,,,,,
Swinefordite,5,,,,,,,,
Switzerite,21,,,,,,,,
Sylvanite,337,,,,,,,,
Sylvite,275,,,,,,,,
Symesite,1,1618,"Torr Works Quarry (Merehead Quarry), Cranmore, Mendip, Somerset, England, UK",260,200,,,,
Symplesite,92,,,,,,,,
Synadelphite,4,,,,,,,,
Synchysite-(Ce),232,,,,,,,,
Synchysite-(Nd),7,,,,,,,,
Synchysite-(Y),55,,,,,,,,
Syngenite,44,,,,,,,,
Szaibélyite,87,,,,,,,,
Szenicsite,2,7430,"Jardinera No. 1 Mine, Inca De Oro, Chañaral Province, Atacama, Chile",66,60,61469,"Carlota Mine (Carlotta Mine; Carlota Property; Carlota Deposit; Cactus Deposit; Brewery Mine; Brewery Claims; Alexander Mine), Top Of The World, Miami-Inspiration District, Globe-Miami District, Gila Co., Arizona, USA",61.6,54.4
Szklaryite,1,43365,"Mt. Szklana Mine (Szklary Pegmatite), Szklary, Gmina Ząbkowice Śląskie, Ząbkowice Śląskie Co., Lower Silesian Voivodeship, Poland",,,,,,
Szmikite,14,,,,,,,,
Szomolnokite,139,,,,,,,,
Szymańskiite,1,3529,"Clear Creek Claim (Clear Creek Mine), Goat Mountain, New Idria District, Diablo Range, San Benito Co., California, USA",5.3,0,,,,
Tacharanite,47,,,,,,,,
Tachyhydrite,16,,,,,,,,
Tadzhikite-(Ce),14,,,,,,,,
Taenite,703,,,,,,,,
Taikanite,3,,,,,,,,
Taimyrite,11,,,,,,,,
Tainiolite,40,,,,,,,,
Takanawaite-(Y),1,185310,"Mt Takanawa (Takanawa-yama), Matsuyama City, Ehime, Japan",,,,,,
Takanelite,18,,,,,,,,
Takedaite,1,2202,"Fuka Mine, Fuka, Bicchu-cho (Bitchu-cho), Takahashi City, Okayama, Japan",252,66,,,,
Takéuchiite,1,3167,"Långban, Filipstad, Värmland County, Sweden",1898,1000,,,,
Takovite,18,,,,,,,,
Talc,3337,,,,,,,,
Talmessite,46,,,,,,,,
Talnakhite,35,,,,,,,,
Tamaite,2,2089,"Molinello Mine, Ne, Graveglia Valley, Genova Province, Liguria, Italy",100,100,7034,"Shiromaru Mine (Hakumaru Mine), Okutama-cho, Nishitama District, Tokyo, Japan",,
Tamarugite,87,,,,,,,,
Tamboite,1,5763,"Wendy Open Pit (Wendy Pit), Tambo Mine, El Indio Deposit, Elqui Province, Coquimbo, Chile",20.93,0,,,,
Tancaite-(Ce),2,91,"Kingsgate, Gough Co., New South Wales, Australia",238,215,30503,"Punta De Su Seinargiu (Su Seinargiu; Su Senargiu), Sarroch, Cagliari Metropolitan City (Metropolitan City Of Cagliari), Sardinia, Italy",289.2,288.2
Tancoite,1,505,"Tanco Mine (Bernic Lake Mine), Bernic Lake, Lac-du-Bonnet Area, Manitoba, Canada",2647,2110,,,,
Taneyamalite,5,,,,,,,,
Tangdanite,8,,,,,,,,
Tangeite,60,,,,,,,,
Taniajacoite,1,133369,"N'Chwaning III Mine, N'Chwaning Mines, Kuruman, Kalahari Manganese Field, Northern Cape, South Africa",2400,1010,,,,
Tanohataite,1,159577,"Matsumaezawa Pit (no. 3 Orebody), Tanohata Mine, Tanohata-mura, Shimohei District, Iwate, Japan",122,113,,,,
Tantalaeschynite-(Y),3,,,,,,,,
Tantalcarbide,1,7622,"Avrorinskii Placer, Aktai River, Baranchinsky Massif, Nizhnii Tagil, Sverdlovsk Oblast, Russia",,,,,,
Tantalite-(Fe),99,,,,,,,,
Tantalite-(Mg),2,2798,"Lipovka Mine (Lipovskoe Mine; Lipovskaya Mine; Lipovaya Mine), Lipovsk Pegmatite Field, Rezhevsky District, Sverdlovsk Oblast, Russia",269,263.8,3147,"Gem Gravels, Ratnapura, Ratnapura District, Sabaragamuwa Province, Sri Lanka",,
Tantalite-(Mn),211,,,,,,,,
Tantalowodginite,1,3787,"Emmons Quarry (Uncle Tom Mountain Quarry), Uncle Tom Mountain, Greenwood, Oxford Co., Maine, USA",264,260,,,,
Tanteuxenite-(Y),16,,,,,,,,
Tantite,5,,,,,,,,
Tapiaite,1,188174,"Jote Mine, Pampa Larga District, Tierra Amarilla, Copiapó Province, Atacama, Chile",,,,,,
Tapiolite-(Fe),88,,,,,,,,
Tapiolite-(Mn),2,233905,"Tiainen Pegmatite, Eräjärvi Area, Orivesi, Pirkanmaa, Finland",1800,1800,3777,"Bemis Stream Prospect, D Township, Franklin Co., Maine, USA",,
Taramellite,8,,,,,,,,
Taramite,10,,,,,,,,
Taranakite,57,,,,,,,,
Tarapacáite,4,,,,,,,,
Tarbagataite,1,18519,"Verkhnee Espe Massif (Verkhnee Espe Deposit), Akzhaylyautas Mts (Akzhailyautas Mts; Akjaylautas Mts; Akzhalautas Mts), Tarbagatai Range, East Kazakhstan, Kazakhstan",272,247,,,,
Tarbuttite,11,,,,,,,,
Tarkianite,6,,,,,,,,
Taseqite,3,,,,,,,,
Tashelgite,1,276048,"Tashelga River, Gornaya Shoria Region, Kemerovo Oblast, Russia",420,207,,,,
Tassieite,1,106009,"Johnston Firth, Stornes Peninsula, Larsemann Hills (Larseman Hills), Prydz Bay, Ingrid Christensen Coast, Princess Elizabeth Land, Eastern Antarctica, Antarctica",,,,,,
Tatarinovite,1,268261,"Western Wall, Southern Open Pit, Bazhenovsk Deposit, Asbest, Sverdlovsk Oblast, Russia",,,,,,
Tatarskite,2,2211,"Chelkar Salt Dome, Aksai Valley, Shalkar, Aktobe Region, Kazakhstan",354,248,2217,"Inder B Deposit And Salt Dome, Inder, Atyrau Region, Kazakhstan",290,248
Tatyanaite,3,,,,,,,,
Tausonite,5,,,,,,,,
Tavagnascoite,2,264541,"Espérance Tunnel, Tavagnasco Mines (Tavagnasco Mine; Liva And Tavagnasco Mines; Tavagnasco Mining District), Tavagnasco, Canavese District, Metropolitan City Of Turin, Piedmont, Italy",,,3184,"Bastnäs Mines, Riddarhyttan, Skinnskatteberg, Västmanland County, Sweden",1910,1850
Tavorite,35,,,,,,,,
Tazheranite,8,,,,,,,,
Tazieffite,1,25259,"Mutnovsky Volcano, Kamchatka Krai, Russia",1.4,0.6,,,,
Tazzoliite,1,233715,"Monte Delle Basse, Galzignano Terme, Euganean Hills (Euganei Hills), Padova Province, Veneto, Italy",,,,,,
Teallite,33,,,,,,,,
Tedhadleyite,1,3529,"Clear Creek Claim (Clear Creek Mine), Goat Mountain, New Idria District, Diablo Range, San Benito Co., California, USA",5.3,0,,,,
Teepleite,3,,,,,,,,
Tegengrenite,2,3167,"Långban, Filipstad, Värmland County, Sweden",1898,1000,3197,"Jakobsberg Mine, Jakobsberg Ore Field, Nordmark District, Filipstad, Värmland County, Sweden",,
Teineite,14,,,,,,,,
Telargpalite,18,,,,,,,,
Tellurantimony,29,,,,,,,,
Tellurite,52,,,,,,,,
Tellurium,190,,,,,,,,
Tellurobismuthite,276,,,,,,,,
Tellurohauchecornite,2,8082,"Strathcona Mine, Levack Township, Sudbury District, Ontario, Canada",1900,1670,57010,"IMI Fabi Mine (Fabi Mine; Fabi Quarry), Mt. Motta, Lanzada, Lanterna Valley, Malenco Valley, Valtellina, Sondrio Province, Lombardy, Italy",,
Telluromandarinoite,1,5763,"Wendy Open Pit (Wendy Pit), Tambo Mine, El Indio Deposit, Elqui Province, Coquimbo, Chile",20.93,0,,,,
Telluronevskite,3,,,,,,,,
Telluropalladinite,15,,,,,,,,
Telluroperite,4,,,,,,,,
Telyushenkoite,1,3241,"Dara-i-Pioz Glacier (Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Districts Of Republican Subordination, Tajikistan",359,170,,,,
Temagamite,24,,,,,,,,
Tengchongite,3,,,,,,,,
Tengerite-(Y),24,,,,,,,,
Tennantite-(Fe),1803,,,,,,,,
Tenorite,1101,,,,,,,,
Tephroite,240,,,,,,,,
Terlinguacreekite,2,4206,"McDermitt Mine, Opalite District, Humboldt Co., Nevada, USA",16.1,15.3,69704,"Perry Pit, Mariposa Mine (California Mountain Mine), Terlingua District, Brewster Co., Texas, USA",38,32
Terlinguaite,22,,,,,,,,
Ternesite,8,,,,,,,,
Ternovite,2,10299,"Kovdor Massif, Murmansk Oblast, Russia",500,370.7,2709,"Vuoriyarvi Alkaline-ultrabasic Massif, Northern Karelia, Murmansk Oblast, Russia",402,358
Terranovaite,1,17831,"Mount Adamson, Victoria Land, Eastern Antarctica, Antarctica",,,,,,
Terrywallaceite,3,,,,,,,,
Terskite,5,,,,,,,,
Tertschite,2,8682,"Bigadiç Mine, Bigadiç, Balikesir Province, Marmara Region, Turkey",,,25894,"Kurtpınarı Mine, Faraşköy (Faraş), Bigadiç, Balikesir Province, Marmara Region, Turkey",,
Teruggite,3,,,,,,,,
Teschemacherite,6,,,,,,,,
Tetra-auricupride,30,,,,,,,,
Tetradymite,510,,,,,,,,
Tetraferriannite,10,,,,,,,,
Tetraferriphlogopite,27,,,,,,,,
Tetraferroplatinum,66,,,,,,,,
Tetrahedrite-(Zn),5317,,,,,,,,
Tetrarooseveltite,1,785,"Moldava Deposit, Teplice District, Ústí Nad Labem Region, Czech Republic",725,236,,,,
Tetrataenite,116,,,,,,,,
Tetrawickmanite,8,,,,,,,,
Tewite,1,263087,"Nanyang, Huaping Co., Lijiang, Yunnan, China",,,,,,
Thadeuite,2,2591,"Panasqueira Mines, Covilhã, Castelo Branco, Portugal",297.1,290.8,2587,"Barroca Grande Mine, São Francisco De Assis, Covilhã, Castelo Branco, Portugal",,
Thalcusite,13,,,,,,,,
Thalénite-(Y),26,,,,,,,,
Thalfenisite,1,2749,"Oktyabrsky Mine (Oktyabr'skoe Cu-Ni Deposit; Oktyabr'skoye; Oktyabr'sky), Talnakh Cu-Ni Deposit, Noril'sk, Putoran Plateau, Taimyr Peninsula, Taymyrskiy Autonomous Okrug, Krasnoyarsk Krai, Russia",251.3,213.3,,,,
Thalhammerite,1,21562,"Komsomol'skii Mine (Komsomolsk Mine; Komsomol'sky Mine; Komsomolsky Mine), Talnakh Cu-Ni Deposit, Noril'sk, Putoran Plateau, Taimyr Peninsula, Taymyrskiy Autonomous Okrug, Krasnoyarsk Krai, Russia",251.3,213.3,,,,
Thalliumpharmacosiderite,1,2246,"Crven Dol, Allchar (Alšar; Alsar; Alshar), Rožden (Rozhden; Roszdan), Kavadarci, North Macedonia",5.1,3.9,,,,
Thaumasite,183,,,,,,,,
Theisite,58,,,,,,,,
Thénardite,299,,,,,,,,
Theoparacelsite,1,6914,"Roua Mines (Clue De Roua), Daluis, Guillaumes, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France",251,200,,,,
Theophrastite,6,,,,,,,,
Therasiaite,1,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,,,,,
Thérèsemagnanite,3,,,,,,,,
Thermaerogenite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Thermessaite,2,13825,"Anna Mine, Alsdorf, Aachen, North Rhine-Westphalia, Germany",326,299,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,
Thermessaite-(NH4),2,13825,"Anna Mine, Alsdorf, Aachen, North Rhine-Westphalia, Germany",326,299,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,
Thermonatrite,64,,,,,,,,
Thomasclarkite-(Y),1,599,"Poudrette Quarry (De-Mix Quarry; Demix Quarry; Uni-Mix Quarry; Carrière Mont Saint-Hilaire; MSH), Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, Canada",124,124,,,,
Thometzekite,10,,,,,,,,
Thomsenolite,23,,,,,,,,
Thomsonite-Ca,452,,,,,,,,
Thomsonite-Sr,3,,,,,,,,
Thorasphite,1,7080,"Elsmore Tin Mine (Elsmore Tin Lodes), Elsmore, Gough Co., New South Wales, Australia",38.7,35.3,,,,
Thorbastnäsite,14,,,,,,,,
Thoreaulite,9,,,,,,,,
Thorianite,236,,,,,,,,
Thorikosite,5,,,,,,,,
Thorite,1006,,,,,,,,
Thornasite,3,,,,,,,,
Thorneite,4,,,,,,,,
Thorosteenstrupine,4,,,,,,,,
Thortveitite,54,,,,,,,,
Thorutite,10,,,,,,,,
Threadgoldite,9,,,,,,,,
Tiberiobardiite,1,292428,"Cretaio, Prata, Massa Marittima, Grosseto Province, Tuscany, Italy",,,,,,
Tiemannite,83,,,,,,,,
Tienshanite,1,3241,"Dara-i-Pioz Glacier (Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Districts Of Republican Subordination, Tajikistan",359,170,,,,
Tiettaite,2,2672,"Koashva Open Pit (Vostochnyi Mine), Koashva Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,2662,"Rasvumchorr Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6
Tikhonenkovite,1,5603,"Karasug REE-Sr-Ba-Fe-fluorite Deposit, Tannu-Ola Range, Tuva, Russia",,,,,,
Tilasite,34,,,,,,,,
Tilleyite,19,,,,,,,,
Tillmannsite,1,6914,"Roua Mines (Clue De Roua), Daluis, Guillaumes, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France",251,200,,,,
Timroseite,8,,,,,,,,
Tin,63,,,,,,,,
Tinaksite,9,,,,,,,,
Tincalconite,29,,,,,,,,
Tinnunculite,8,,,,,,,,
Tinsleyite,9,,,,,,,,
Tinticite,19,,,,,,,,
Tintinaite,24,,,,,,,,
Tinzenite,24,,,,,,,,
Tiptopite,1,4122,"Tip Top Mine (Tip Top Pegmatite), Fourmile, Custer District, Custer Co., South Dakota, USA",1702,1702,,,,
Tiragalloite,15,,,,,,,,
Tischendorfite,2,1817,"Eskaborn Adit, Tilkerode (Abberode), Harz, Saxony-Anhalt, Germany",296,289,258336,"Kizildag Ophiolite, Hatay Province, Mediterranean Region, Turkey",,
Tisinalite,4,,,,,,,,
Tissintite,2,298090,"NWA 8003 Meteorite, Morocco",,,237014,"Tissint Martian Meteorite, Tata Province, Souss-Massa Region, Morocco",,
Tistarite,2,260090,"Rakefet Magmatic Complex, Mount Carmel, Haifa District, Israel",,,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",4567.61,4565.65
Titanite,4899,,,,,,,,
Titanium,8,,,,,,,,
Titanoholtite,2,43365,"Mt. Szklana Mine (Szklary Pegmatite), Szklary, Gmina Ząbkowice Śląskie, Ząbkowice Śląskie Co., Lower Silesian Voivodeship, Poland",,,290542,"Dumortierite Mine, Uvil'dy Lake, Karabash, Chelyabinsk Oblast, Russia",,
Titanomaghemite,5,,,,,,,,
Titanowodginite,7,,,,,,,,
Titantaramellite,10,,,,,,,,
Tivanite,3,,,,,,,,
Tlalocite,2,2361,"Bambollita Mine (Oriental Mine), Moctezuma, Moctezuma Municipality, Sonora, Mexico",48,18,144880,"Blue Bell Mine (Hard Luck Mine), Zzyzx (Fort Soda; Soda; Soda Springs; Zzyzx Mineral Spring Resort), Soda Mts, Silver Lake District, San Bernardino Co., California, USA",,
Tlapallite,5,,,,,,,,
Tobelite,5,,,,,,,,
Tobermorite,114,,,,,,,,
Tochilinite,56,,,,,,,,
Tocornalite,3,,,,,,,,
Todorokite,433,,,,,,,,
Tokkoite,1,19836,"Magistral'nyi Area, Sirenevyi Kamen' Deposit, Murunskii Massif, Chara And Tokko Rivers Confluence, Aldan Shield, Sakha Republic (Yakutia), Russia",144,126,,,,
Tokyoite,9,,,,,,,,
Tolbachite,3,,,,,,,,
Tolovkite,13,,,,,,,,
Tomichite,3,,,,,,,,
Tondiite,3,,,,,,,,
Tongbaite,3,,,,,,,,
Tooeleite,10,,,,,,,,
Topaz,1476,,,,,,,,
Topsøeite,1,1985,"Hekla, Rangárþing Ytra, Southern Region, Iceland",,,,,,
Torbernite,1059,,,,,,,,
Törnebohmite-(Ce),23,,,,,,,,
Törnebohmite-(La),2,6989,"Paratoo Copper Mine, Yunta, Olary Province, South Australia, Australia",2500,0,23266,"Mochalin Log (Motchaline-log), Kyshtym, Chelyabinsk Oblast, Russia",,
Törnroosite,4,,,,,,,,
Torrecillasite,1,190910,"Torrecillas Mine, Salar Grande, Iquique Province, Tarapacá, Chile",174,145,,,,
Torreyite,1,294153,"North Ore Body, Sterling Mine, Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA",1349,940,,,,
Tosudite,36,,,,,,,,
Toturite,1,267808,"Xenolith No. 3, Lakargi Mt., Upper Chegem Volcanic Caldera (Verkhnechegemskaya Caldera), Baksan Valley, Kabardino-Balkaria, Russia",3,2.3,,,,
Tounkite,2,2748,"Malo-Bystrinskoe Lazurite Deposit, Malaya Bystraya River Valley, Slyudyanka (Sludyanka), Lake Baikal Area, Irkutsk Oblast, Russia",481,481,14959,"Tultui Lazurite Deposit, Malaya Bystraya River Valley, Slyudyanka (Sludyanka), Lake Baikal Area, Irkutsk Oblast, Russia",481,481
Townendite,1,191069,"Kvanefjeld Uranium Deposit, Kvanefjeld (Kuannersuit Plateau), Ilímaussaq Complex, Narsaq, Kujalleq, Greenland, Denmark",1160,1160,,,,
Toyohaite,3,,,,,,,,
Trabzonite,2,267807,"Xenolith No. 1, Lakargi Mt., Upper Chegem Volcanic Caldera (Verkhnechegemskaya Caldera), Baksan Valley, Kabardino-Balkaria, Russia",3,2.3,3270,"Güneyce-Ikizdere, Rize Province, Black Sea Region, Turkey",,
Tranquillityite,17,,,,,,,,
Transjordanite,2,248237,"Halamish Wadi, Hatrurim Formation, Negev, Israel",16,13,259719,"Transjordan Plateau, Amman, Jordan",,
Traskite,4,,,,,,,,
Trattnerite,2,23056,"Stradner Kogel, Wilhelmsdorf, Bad Gleichenberg, Styria, Austria",,,1793,"Caspar Quarry, Bellerberg Volcano, Ettringen, Mayen, Mayen-Koblenz, Rhineland-Palatinate, Germany",354,0.4
Treasurite,12,,,,,,,,
Trébeurdenite,8,,,,,,,,
Trechmannite,7,,,,,,,,
Tredouxite,1,4378,"Bon Accord Ni Deposit, Bon Accord, Barberton, Ehlanzeni District, Mpumalanga, South Africa",3640,3040,,,,
Trembathite,5,,,,,,,,
Tremolite,2562,,,,,,,,
Trevorite,17,,,,,,,,
Triangulite,2,4313,"Kobokobo Pegmatite, Mwenga, South Kivu, DR Congo",975.3,969.3,26500,"Rhyolite Ridge Li-B Deposit (North Basin Deposit; South Basin Deposit; Cave Springs Borax Prospect), Esmeralda Co., Nevada, USA",,
Triazolite,1,192704,"Pabellón De Pica, Chanabaya, Iquique Province, Tarapacá, Chile",359,66,,,,
Tridymite,458,,,,,,,,
Trigodomeykite,6,,,,,,,,
Trigonite,1,3167,"Långban, Filipstad, Värmland County, Sweden",1898,1000,,,,
Trikalsilite,2,257611,"Orosmayo River, Rinconada Department, Jujuy Province, Argentina",,,57384,"Kabfumu, Mt Nyiragongo, Goma, North Kivu, DR Congo",,
Trilithionite,28,,,,,,,,
Trimerite,3,,,,,,,,
Trimounsite-(Y),1,1745,"Trimouns Talc Mine, Luzenac, Ariège, Occitanie, France",,,,,,
Trinepheline,1,16114,"Tawmaw (Tawhmaw; Taw Maw), Hpakant-Tawmaw Jade Tract, Hpakant Township (Hpakan; Phakant; Phakan), Mohnyin District (Moe Hnyin District), Kachin State, Myanmar",,,,,,
Triphylite,313,,,,,,,,
Triplite,233,,,,,,,,
Triploidite,29,,,,,,,,
Trippkeite,7,,,,,,,,
Tripuhyite,66,,,,,,,,
Tristramite,7,,,,,,,,
Tritomite-(Ce),19,,,,,,,,
Tritomite-(Y),6,,,,,,,,
Trögerite,22,,,,,,,,
Trogtalite,10,,,,,,,,
Troilite,1044,,,,,,,,
Trolleite,16,,,,,,,,
Trona,129,,,,,,,,
Truscottite,10,,,,,,,,
Trüstedtite,4,,,,,,,,
Tsangpoite,5,,,,,,,,
Tsaregorodtsevite,1,16112,"Yaruta Mt, Man'-Khambo Mts, Khanty-Mansi Autonomous Okrug, Russia",528,508.2,,,,
Tschaunerite,1,5563,"Shergotty Martian Meteorite, Gaya District, Bihar, India",,,,,,
Tschermakite,73,,,,,,,,
Tschermigite,81,,,,,,,,
Tschernichite,7,,,,,,,,
Tschörtnerite,1,1793,"Caspar Quarry, Bellerberg Volcano, Ettringen, Mayen, Mayen-Koblenz, Rhineland-Palatinate, Germany",354,0.4,,,,
Tsepinite-Ca,2,226250,"Pegmatite, Astrophyllite Stream, Eveslogchorr Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,123601,"Lovchorrite Mine, Hackman Valley, Yukspor Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6
Tsepinite-K,4,,,,,,,,
Tsepinite-Na,6,,,,,,,,
Tsepinite-Sr,3,,,,,,,,
Tsilaisite,3,,,,,,,,
Tsnigriite,4,,,,,,,,
Tsugaruite,3,,,,,,,,
