 Mineral Name   ,   Locality Count   ,   mindat ID 1   ,   Locality Longname 1   ,   Max Age 1   ,   Min Age 1   ,   mindat ID 2   ,   Locality Longname 2   ,   Max Age 2   ,   Min Age 2   
Damaraite,2,8370,"Lavrion District Slag Localities, Lavreotiki, East Attica, Attica, Greece",20.2,3.6,260226,"Asis West Sector, Kombat Mine (Klein Otavi; Asis), Kombat, Grootfontein, Otjozondjupa Region, Namibia",601,537
Damiaoite,2,12438,"PGE Occurrence, Damiao Complex, Luanping Co., Chengde, Hebei, China",,,266716,"Garnet Pyroxenite Occurrence, Yan Mts (Yanshan Mts), Chengde, Hebei, China",,
Danalite,58,,,,,,,,
Danbaite,1,730,"Yangliuping Cu-Ni-PGE Deposit, Yangliuping Cu-Ni-PGE Ore Field, Danba Co., Garzê Autonomous Prefecture (Ganzi Autonomous Prefecture), Sichuan, China",340,248.3,,,,
Danburite,148,,,,,,,,
Danielsite,1,220,"Coppin Pool, Tom Price, Ashburton Shire, Western Australia, Australia",3350,65,,,,
D'ansite,5,,,,,,,,
D'ansite-(Fe),2,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,,3058,"Mežica Mines, Mežica, Carinthia Region, Slovenia",237,201
D'ansite-(Mn),2,2091,"Somma-Vesuvius Complex, Naples, Campania, Italy",0.4,0,38665,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA",252,0
Dantopaite,3,,,,,,,,
Daomanite,5,,,,,,,,
Daqingshanite-(Ce),9,,,,,,,,
Darapiosite,1,3241,"Dara-i-Pioz Glacier (Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Districts Of Republican Subordination, Tajikistan",359,170,,,,
Darapskite,31,,,,,,,,
Dargaite,1,266446,"Nahal Darga, Hatrurim Formation, West Bank, Palestine",16,13,,,,
Darrellhenryite,2,71522,"Nová Ves, Český Krumlov District, South Bohemian Region, Czech Republic",327,323,3802,"Berry-Havey Quarry (Havey Quarry; Berry Quarry), Poland, Androscoggin Co., Maine, USA",383,272
Dashkovaite,2,7243,"Korshunovskoye Iron Deposit (Korzunovskoe Iron Deposit; Korshunovskiy Mine; Korshunovskiy Open Pit), Zheleznogorsk (Korshunikha), Irkutsk Oblast, Russia",238,135,5759,"Solongo B Deposit, Vitim Plateau, Buriatia Republic (Buryatia), Zabaykalsky Krai, Russia",,
Datolite,498,,,,,,,,
Daubréeite,13,,,,,,,,
Daubréelite,157,,,,,,,,
Davanite,2,204961,"Davan Stream, Murunskii Massif, Chara And Tokko Rivers Confluence, Aldan Shield, Sakha Republic (Yakutia), Russia",144,126,23763,"Smoky Butte (Smoky Butte Lamproite), Garfield Co., Montana, USA",,
Davidbrownite-(NH4),1,308118,"125 Foot Level, Rowley Mine (Rawley Mine; Reliance Mine; Reliance Copper Mine; Rainbow Mine; Theba Mine; San Carlos Patented Claim #4524), Theba, Painted Rock District, Painted Rock Mts, Maricopa Co., Arizona, USA",,,,,,
Davidite-(Ce),5,,,,,,,,
Davidite-(La),31,,,,,,,,
Davidlloydite,1,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519,,,,
Davidsmithite,1,14535,"Liset Eclogite Pod, Liset, Selje, Sogn Og Fjordane, Norway",,,,,,
Davinciite,1,2662,"Rasvumchorr Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Davisite,3,,,,,,,,
Davreuxite,6,,,,,,,,
Davyne,17,,,,,,,,
Dawsonite,90,,,,,,,,
Deanesmithite,1,3529,"Clear Creek Claim (Clear Creek Mine), Goat Mountain, New Idria District, Diablo Range, San Benito Co., California, USA",5.3,0,,,,
Debattistiite,1,3207,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Valais, Switzerland",245,241,,,,
Decagonite,1,2717,"Khatyrka Meteorite, Listvenitovyi Stream, Khatyrka River, Chetkinvaiam Tectonic Melange, Iomrautvaam Massif, Koryak Upland (Koriak; Koriakskhiye), Kamchatka Krai, Russia",,,,,,
Decrespignyite-(Y),1,6989,"Paratoo Copper Mine, Yunta, Olary Province, South Australia, Australia",2500,0,,,,
Deerite,27,,,,,,,,
Defernite,2,2427,"Kombat Mine (Klein Otavi; Asis), Kombat, Grootfontein, Otjozondjupa Region, Namibia",601,537,3270,"Güneyce-Ikizdere, Rize Province, Black Sea Region, Turkey",,
Dekatriasartorite,1,3207,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Valais, Switzerland",245,241,,,,
Delafossite,144,,,,,,,,
Delhayelite,9,,,,,,,,
Delhuyarite-(Ce),1,295731,"Nya Bastnäs Deposit, Bastnäs Mines, Riddarhyttan, Skinnskatteberg, Västmanland County, Sweden",1910,1850,,,,
Deliensite,14,,,,,,,,
Delindeite,4,,,,,,,,
Dellagiustaite,2,220664,"Dellagiustaite Type Locality, Sierra De Comechingones, San Luis Province, Argentina",,,260090,"Rakefet Magmatic Complex, Mount Carmel, Haifa District, Israel",,
Dellaite,5,,,,,,,,
Deloneite,1,2672,"Koashva Open Pit (Vostochnyi Mine), Koashva Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Deloryite,2,1715,"Rabejac, Le Puech, Hérault, Occitanie, France",300,103,1747,"Cap Garonne Mine, Le Pradet, Var, Provence-Alpes-Côte D'Azur, France",251,225
Delrioite,3,,,,,,,,
Deltalumite,1,273890,"2012-2013 Fissure Tolbachik Eruption Site, Plosky Tolbachik Volcano, Tolbachik Volcano, Kamchatka Krai, Russia",,,,,,
Delvauxite,41,,,,,,,,
Demagistrisite,1,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy",201,23,,,,
Demartinite,1,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,,,,,
Demesmaekerite,2,5560,"Zálesí (Zalesie), Javorník, Jeseník District, Olomouc Region, Czech Republic",232,15,4322,"Musonoi Mine (Musonoi Extension Mine), Kolwezi, Kolwezi Mining District, Lualaba, DR Congo",900,461
Demicheleite-(Br),1,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,,,,,
Demicheleite-(Cl),1,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,,,,,
Demicheleite-(I),2,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,,218156,"Rydułtowy Heap (""Szarlota"" Heap), ROW Ruch Rydułtowy Mine, Rydułtowy, Wodzisław Co., Silesian Voivodeship, Poland",,
Denisovite,3,,,,,,,,
Denningite,2,2356,"Moctezuma Mine (Bambolla Mine), Moctezuma, Moctezuma Municipality, Sonora, Mexico",48,18,25445,"Trixie Mine (Trixie Shaft; Old Trump Prospect), East Tintic District, East Tintic Mts, Utah Co., Utah, USA",32,32
Depmeierite,2,57440,"Lapanouse-de-Sévérac Slag Locality, Aveyron, Occitanie, France",,,2689,"Karnasurt Mt, Lovozero Massif, Murmansk Oblast, Russia",370,359
Derbylite,3,,,,,,,,
Derriksite,2,5560,"Zálesí (Zalesie), Javorník, Jeseník District, Olomouc Region, Czech Republic",232,15,4322,"Musonoi Mine (Musonoi Extension Mine), Kolwezi, Kolwezi Mining District, Lualaba, DR Congo",900,461
Dervillite,4,,,,,,,,
Desautelsite,9,,,,,,,,
Descloizite,378,,,,,,,,
Despujolsite,10,,,,,,,,
Dessauite-(Y),9,,,,,,,,
Destinezite,19,,,,,,,,
Deveroite-(Ce),2,234850,"Kodanda Rama Mine, Nellore District, Andhra Pradesh, India",647,436,2085,"Mt. Cervandone Area (Scherbadung; Cherbadung; Incl. Conca Del Cervandone; Ghiacciaio Della Rossa), Devero Alp, Baceno, Devero Valley, Antigorio Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",56,2.6
Devilline,366,,,,,,,,
Devitoite,3,,,,,,,,
Dewindtite,82,,,,,,,,
Diaboleite,57,,,,,,,,
Diadochite,81,,,,,,,,
Diamond,697,,,,,,,,
Diaoyudaoite,7,,,,,,,,
Diaphorite,126,,,,,,,,
Diaspore,481,,,,,,,,
Dickinsonite-(KMnNa),26,,,,,,,,
Dickite,651,,,,,,,,
Dickthomssenite,6,,,,,,,,
Diegogattaite,1,3071,"Wessels Mine, Hotazel, Kalahari Manganese Field, Northern Cape, South Africa",2400,1010,,,,
Dietrichite,15,,,,,,,,
Dietzeite,4,,,,,,,,
Digenite,1027,,,,,,,,
Dimorphite,5,,,,,,,,
Dingdaohengite-(Ce),3,,,,,,,,
Dinite,1,16252,"Lignite Deposits, Castelnuovo Di Garfagnana, Garfagnana, Lucca Province, Tuscany, Italy",3.6,2.7,,,,
Diopside,4135,,,,,,,,
Dioptase,164,,,,,,,,
Dioskouriite,2,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,248464,"Glavnaya Tenoritovaya Fumarole (Major Tenorite), Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0
Direnzoite,1,133609,"Mt Peylenc, Saint-Pierre-Eynac, Saint-Julien-Chapteuil, Haute-Loire, Auvergne-Rhône-Alpes, France",,,,,,
Dissakisite-(Ce),11,,,,,,,,
Dissakisite-(La),3,,,,,,,,
Disulfodadsonite,1,243287,"Ceragiola Quarries, Seravezza Basin, Seravezza, Lucca Province, Tuscany, Italy",,,,,,
Dittmarite,7,,,,,,,,
Diversilite-(Ce),1,2663,"Yukspor Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Dixenite,1,3167,"Långban, Filipstad, Värmland County, Sweden",1898,1000,,,,
Djerfisherite,60,,,,,,,,
Djurleite,300,,,,,,,,
Dmisokolovite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Dmisteinbergite,4,,,,,,,,
Dmitryivanovite,2,106213,"Vigarano Meteorite (Cariani; Ferrara; Mainardi; Morandi; Parish; Pieve; Vigarano Mainarda; Vigarano Pieve; Vigarno; Vigarvano; Vigavano [NHM Cat.]), Vigarano Pieve, Vigarano Mainarda, Ferrara Province, Emilia-Romagna, Italy",,,130448,"Northwest Africa 470 Meteorite (NWA 470), Er Rachidia (Errachidia), Er Rachidia Province (Errachidia Province), Drâa-Tafilalet Region, Morocco",,
Dokuchaevite,3,,,,,,,,
Dolerophanite,9,,,,,,,,
Dollaseite-(Ce),12,,,,,,,,
Dolomite,9895,,,,,,,,
Doloresite,23,,,,,,,,
Domerockite,1,155,"Dome Rock Copper Mine, Boolcoomatta Reserve (Boolcoomata Station; Boolcoomatta), Olary Province, South Australia, Australia",25,3.1,,,,
Domeykite,73,,,,,,,,
Donbassite,16,,,,,,,,
Donharrisite,3,,,,,,,,
Donnayite-(Y),13,,,,,,,,
Donpeacorite,4,,,,,,,,
Donwilhelmsite,1,298608,"Oued Awlitis 001 Lunar Meteorite, Boujdour Province, Laâyoune-Sakia El Hamra Region, Morocco",,,,,,
Dorallcharite,2,1708,"Jas Roux, La Chapelle-en-Valgaudemar (La Chapelle-en-Valgaudémar), Hautes-Alpes, Provence-Alpes-Côte D'Azur, France",251,3,2246,"Crven Dol, Allchar (Alšar; Alsar; Alshar), Rožden (Rozhden; Roszdan), Kavadarci, North Macedonia",5.1,3.9
Dorfmanite,11,,,,,,,,
Dorrite,10,,,,,,,,
Douglasite,3,,,,,,,,
Dovyrenite,2,241014,"Upper Chegem Volcanic Caldera (Verkhnechegemskaya Caldera), Baksan Valley, Kabardino-Balkaria, Russia",3,2.3,109722,"Yoko-Dovyrensky Massif, Dovyren Highlands, Buriatia Republic (Buryatia), Zabaykalsky Krai, Russia",794,684
Downeyite,2,23693,"Burnside, Northumberland Co., Pennsylvania, USA",,,4079,"Forestville, Schuylkill Co., Pennsylvania, USA",,
Doyleite,15,,,,,,,,
Dozyite,3,,,,,,,,
Dravertite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Dravite,648,,,,,,,,
Dresserite,1,597,"Francon Quarry, Montréal, Québec, Canada",488.3,117,,,,
Dreyerite,4,,,,,,,,
Drobecite,1,10472,"Esperanza Mine, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece",20.2,3.6,,,,
Droninoite,2,298865,"Pescia Stream, Rovegno, Genova Province, Liguria, Italy",,,106008,"Dronino Meteorite, Kasimov District, Ryazan Oblast, Russia",0.008,0.005
Drugmanite,4,,,,,,,,
Drysdallite,2,64762,"Yutangba Se Deposit, Enshi Co., Enshi Autonomous Prefecture (E'xi Autonomous Prefecture), Hubei, China",,,4348,"Kampijimpanga, Solwezi, North-Western Province, Zambia",514.6,500.1
Dualite,1,2692,"Alluaiv Mt, Lovozero Massif, Murmansk Oblast, Russia",370,359,,,,
Dufrénite,139,,,,,,,,
Dufrénoysite,34,,,,,,,,
Duftite,220,,,,,,,,
Dugganite,18,,,,,,,,
Dukeite,3,,,,,,,,
Dumontite,20,,,,,,,,
Dumortierite,231,,,,,,,,
Dundasite,97,,,,,,,,
Durangite,6,,,,,,,,
Duranusite,8,,,,,,,,
Dusmatovite,1,3241,"Dara-i-Pioz Glacier (Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Districts Of Republican Subordination, Tajikistan",359,170,,,,
Dussertite,33,,,,,,,,
Duttonite,7,,,,,,,,
Dwornikite,3,,,,,,,,
Dymkovite,1,12451,"Belorechenskoe Deposit (Belorechenskoye; Dakhovskoe; Belaya Rechka), Adygea, Russia",356,291,,,,
Dypingite,50,,,,,,,,
Dyrnaesite-(La),1,1957,"Taseq Slope, Ilímaussaq Complex, Narsaq, Kujalleq, Greenland, Denmark",,,,,,
Dyscrasite,180,,,,,,,,
Dzhalindite,16,,,,,,,,
Dzharkenite,4,,,,,,,,
Dzhuluite,1,267807,"Xenolith No. 1, Lakargi Mt., Upper Chegem Volcanic Caldera (Verkhnechegemskaya Caldera), Baksan Valley, Kabardino-Balkaria, Russia",3,2.3,,,,
Dzierżanowskite,1,105748,"Nabi Musa, Hatrurim Formation, West Bank, Palestine",16,13,,,,
Eakerite,2,11611,"Kitelskoe Sn-Zn Deposit (Kitelsk; Kitelskoye), Sortavala, Pitkyaranta District (Pitkäranta District), Ladoga Region, Republic Of Karelia, Russia",2058,1974,3280,"Foote Lithium Co. Mine (Foote Mine), Kings Mountain District, Cleveland Co., North Carolina, USA",351,345
Earlandite,1,159589,"71°22'S; 16°34'W, Weddell Sea, Western Antarctica, Antarctica",0,0.001,,,,
Earlshannonite,12,,,,,,,,
Eastonite,11,,,,,,,,
Ecandrewsite,8,,,,,,,,
Ecdemite,12,,,,,,,,
Eckerite,1,3207,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Valais, Switzerland",245,241,,,,
Eckermannite,5,,,,,,,,
Eckhardite,3,,,,,,,,
Eclarite,18,,,,,,,,
Écrinsite,1,1708,"Jas Roux, La Chapelle-en-Valgaudemar (La Chapelle-en-Valgaudémar), Hautes-Alpes, Provence-Alpes-Côte D'Azur, France",251,3,,,,
Eddavidite,1,3309,"Southwest Mine, Bisbee, Warren District, Mule Mts, Cochise Co., Arizona, USA",200.7,163,,,,
Edenharterite,1,3207,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Valais, Switzerland",245,241,,,,
Edenite,160,,,,,,,,
Edgarbaileyite,6,,,,,,,,
Edgarite,1,39659,"Kaskasnyunchorr Mt., Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Edgrewite,1,267807,"Xenolith No. 1, Lakargi Mt., Upper Chegem Volcanic Caldera (Verkhnechegemskaya Caldera), Baksan Valley, Kabardino-Balkaria, Russia",3,2.3,,,,
Edingtonite,26,,,,,,,,
Edoylerite,1,3529,"Clear Creek Claim (Clear Creek Mine), Goat Mountain, New Idria District, Diablo Range, San Benito Co., California, USA",5.3,0,,,,
Edscottite,1,308121,"Wedderburn Meteorite, Wedderburn, Loddon Shire, Victoria, Australia",,,,,,
Edtollite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Edwardsite,5,,,,,,,,
Effenbergerite,1,3071,"Wessels Mine, Hotazel, Kalahari Manganese Field, Northern Cape, South Africa",2400,1010,,,,
Efremovite,13,,,,,,,,
Eggletonite,3,,,,,,,,
Eglestonite,36,,,,,,,,
Ehrleite,1,4122,"Tip Top Mine (Tip Top Pegmatite), Fourmile, Custer District, Custer Co., South Dakota, USA",1702,1702,,,,
Eifelite,2,1793,"Caspar Quarry, Bellerberg Volcano, Ettringen, Mayen, Mayen-Koblenz, Rhineland-Palatinate, Germany",354,0.4,13787,"Rothenberg, Bell, Mendig, Mayen-Koblenz, Rhineland-Palatinate, Germany",354,248
Eirikite,4,,,,,,,,
Eitelite,20,,,,,,,,
Ekanite,16,,,,,,,,
Ekaterinite,1,7243,"Korshunovskoye Iron Deposit (Korzunovskoe Iron Deposit; Korshunovskiy Mine; Korshunovskiy Open Pit), Zheleznogorsk (Korshunikha), Irkutsk Oblast, Russia",238,135,,,,
Ekatite,1,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519,,,,
Ekebergite,1,71520,"In Den Dellen Quarries, Niedermendig, Mendig, Mayen-Koblenz, Rhineland-Palatinate, Germany",354,248,,,,
Ekplexite,1,39659,"Kaskasnyunchorr Mt., Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Elasmochloite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Elbaite,520,,,,,,,,
Elbrusite,2,267807,"Xenolith No. 1, Lakargi Mt., Upper Chegem Volcanic Caldera (Verkhnechegemskaya Caldera), Baksan Valley, Kabardino-Balkaria, Russia",3,2.3,267808,"Xenolith No. 3, Lakargi Mt., Upper Chegem Volcanic Caldera (Verkhnechegemskaya Caldera), Baksan Valley, Kabardino-Balkaria, Russia",3,2.3
Eldfellite,2,127136,"Santiaguito Dome (Santiaguito Volcano), El Palmar, Quetzaltenango Department, Guatemala",,,180793,"Eldfell, Heimaey Island, Vestmannaeyjar Archipelago (Westman Islands), Vestmannaeyjar, Southern Region, Iceland",,
Eldragónite,1,353,"El Dragón Mine, Antonio Quijarro Province, Potosí, Bolivia",416,359,,,,
Eleomelanite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Eliseevite,2,2692,"Alluaiv Mt, Lovozero Massif, Murmansk Oblast, Russia",370,359,5585,"Malyi Punkaruaiv Mt, Lovozero Massif, Murmansk Oblast, Russia",370,359
Ellenbergerite,3,,,,,,,,
Ellingsenite,1,7687,"Aris Quarries (Ariskop Quarry; Railway Quarry), Aris, Windhoek District, Khomas Region, Namibia",32.2,31.8,,,,
Ellisite,2,134620,"Nanhua Tl-As Deposit, Nanhua Co., Chuxiong, Yunnan, China",,,3898,"Carlin Gold Mine, Elko, Lynn District, Eureka Co., Nevada, USA",40.4,39.2
Elpasolite,16,,,,,,,,
Elpidite,50,,,,,,,,
Eltyubyuite,5,,,,,,,,
Elyite,85,,,,,,,,
Embreyite,5,,,,,,,,
Emeleusite,1,23311,"Illutalik Island, Narsaq, Kujalleq, Greenland, Denmark",1200,1150,,,,
Emilite,3,,,,,,,,
Emmerichite,2,13801,"Rother Kopf, Roth, Gerolstein, Vulkaneifel, Rhineland-Palatinate, Germany",354,248,1797,"Graulay (Graulai; Graulei; Grauley), Hillesheim, Vulkaneifel, Rhineland-Palatinate, Germany",354,248
Emmonsite,34,,,,,,,,
Emplectite,246,,,,,,,,
Empressite,43,,,,,,,,
Enargite,910,,,,,,,,
Engelhauptite,1,13178,"Kahlenberg (Auf'm Kopp; Kallenberg), Oberstadtfeld, Daun, Vulkaneifel, Rhineland-Palatinate, Germany",354,248,,,,
Englishite,6,,,,,,,,
Enneasartorite,1,3207,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Valais, Switzerland",245,241,,,,
Enstatite,944,,,,,,,,
Eosphorite,128,,,,,,,,
Ephesite,21,,,,,,,,
Epididymite,70,,,,,,,,
Epidote,8173,,,,,,,,
Epidote-(Sr),8,,,,,,,,
Epifanovite,1,19361,"Kester Deposit, Arga-Ynnakh-Khaya Granite Massif, Yana-Adycha Region, Yana River Basin, Verkhoyansk District, Sakha Republic (Yakutia), Russia",,,,,,
Epistilbite,138,,,,,,,,
Epistolite,16,,,,,,,,
Epsomite,484,,,,,,,,
Erazoite,1,54259,"Chilena Mine, Guanaco (Huanaco), Santa Catalina, Antofagasta Province, Antofagasta, Chile",,,,,,
Ercitite,1,505,"Tanco Mine (Bernic Lake Mine), Bernic Lake, Lac-du-Bonnet Area, Manitoba, Canada",2647,2110,,,,
Erdite,4,,,,,,,,
Ericaite,7,,,,,,,,
Ericlaxmanite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Ericssonite,3,,,,,,,,
Erikapohlite,1,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519,,,,
Erikjonssonite,1,2427,"Kombat Mine (Klein Otavi; Asis), Kombat, Grootfontein, Otjozondjupa Region, Namibia",601,537,,,,
Eringaite,2,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",4567.61,4565.65,2759,"Vilyui River Basin (Vilui River Basin; Wilui River Basin), Sakha Republic (Yakutia), Russia",,
Eriochalcite,13,,,,,,,,
Erionite-Ca,31,,,,,,,,
Erionite-K,22,,,,,,,,
Erionite-Na,13,,,,,,,,
Erlianite,1,134755,"Harhada Mine, Wenduermiao Fe Deposit, Erenhot Co. (Erlianhaote Co.), Xilin Gol League (Xilinguole Prefecture), Inner Mongolia, China",,,,,,
Erlichmanite,110,,,,,,,,
Ernienickelite,6,,,,,,,,
Erniggliite,1,3207,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Valais, Switzerland",245,241,,,,
Ernstburkeite,1,232672,"Dome Fuji Station, Eastern Antarctica, Antarctica",0.025,0.025,,,,
Ernstite,7,,,,,,,,
Ershovite,2,2672,"Koashva Open Pit (Vostochnyi Mine), Koashva Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,175693,"Tsentral'nyi Mine (Centralnyi Mine; Central Mine), Rasvumchorr Mine, Rasvumchorr Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6
Ertixiite,1,20274,"Koktokay No. 3 Pegmatite (Altay No. 3 Pegmatite), Altay Mine, Koktokay Pegmatite Field (Keketuohai Pegmatite Field), Fuyun Co. (Koktokay Co.), Aletai Prefecture (Altay Prefecture), Yili Hasake Autonomous Prefecture (Ili Kazakh Autonomous Prefecture), Xinjiang, China",208,178,,,,
Erythrite,814,,,,,,,,
Erythrosiderite,7,,,,,,,,
Erzwiesite,2,248240,"Unnamed Prospect, Erzwies Area, Gastein Valley, Hohe Tauern, Salzburg, Austria",599,334,18419,"Kutná Hora District, Central Bohemian Region, Czech Republic",443,130
Escheite,1,7687,"Aris Quarries (Ariskop Quarry; Railway Quarry), Aris, Windhoek District, Khomas Region, Namibia",32.2,31.8,,,,
Eskebornite,26,,,,,,,,
Eskimoite,20,,,,,,,,
Eskolaite,30,,,,,,,,
Espadaite,1,190910,"Torrecillas Mine, Salar Grande, Iquique Province, Tarapacá, Chile",174,145,,,,
Esperanzaite,1,5768,"La Esperanza Mine, Francisco I. Madero, Pánuco De Coronado Municipality, Durango, Mexico",,,,,,
Esperite,4,,,,,,,,
Esquireite,2,4369,"Esquire No. 1 Claim, Rush Creek, Rush Creek Deposit, Big Creek-Rush Creek District, Fresno Co., California, USA",145,66,5530,"Trumbull Peak Ba-silicate Deposit, Trumbull Peak, Clearing House, Clearing House District, East Belt, Mariposa Co., California, USA",542,251
Esseneite,17,,,,,,,,
Ettringite,93,,,,,,,,
Eucairite,54,,,,,,,,
Euchlorine,8,,,,,,,,
Euchroite,24,,,,,,,,
Euclase,120,,,,,,,,
Eucryptite,29,,,,,,,,
Eudialyte,182,,,,,,,,
Eudidymite,42,,,,,,,,
Eugenite,17,,,,,,,,
Eugsterite,32,,,,,,,,
Eulytine,72,,,,,,,,
Eurekadumpite,5,,,,,,,,
Euxenite-(Y),414,,,,,,,,
Evansite,56,,,,,,,,
Evdokimovite,1,20383,"First Scoria Cone (First Cinder Cone), Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Eveite,3,,,,,,,,
Evenkite,9,,,,,,,,
Eveslogite,1,159578,"Fersman Gorge, Eveslogchorr Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Ewaldite,8,,,,,,,,
Ewingite,1,268271,"Plavno Mine, Karlovy Vary Region, Czech Republic",,,,,,
Eylettersite,2,4313,"Kobokobo Pegmatite, Mwenga, South Kivu, DR Congo",975.3,969.3,195946,"Lattice Quartz Occurrence ('Gitterquarz-Fundstelle'), Karibib, Erongo Region, Namibia",,
Eyselite,1,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519,,,,
Ezcurrite,2,51,"Tincalayu Mine (Boroquimica Mine), Salar Del Hombre Muerto, Los Andes Department, Salta Province, Argentina",,,21089,"Muiâne Pegmatite (Emdal Mines), Alto Ligonha District, Zambezia Province, Mozambique",,
Eztlite,2,2356,"Moctezuma Mine (Bambolla Mine), Moctezuma, Moctezuma Municipality, Sonora, Mexico",48,18,205196,"Bird Nest Drift, Otto Mountain, Baker, Soda Mts, Silver Lake District, San Bernardino Co., California, USA",946,74
Fabianite,1,1791,"Rehden, Diepholz, Lower Saxony, Germany",,,,,,
Fabrièsite,1,16114,"Tawmaw (Tawhmaw; Taw Maw), Hpakant-Tawmaw Jade Tract, Hpakant Township (Hpakan; Phakant; Phakan), Mohnyin District (Moe Hnyin District), Kachin State, Myanmar",,,,,,
Faheyite,3,,,,,,,,
Fahleite,1,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519,,,,
Fairbankite,1,3389,"Grand Central Mine, Contention-Grand Central Mine Group, Tombstone District, Tombstone Hills, Cochise Co., Arizona, USA",145,2.6,,,,
Fairchildite,10,,,,,,,,
Fairfieldite,72,,,,,,,,
Faizievite,1,3241,"Dara-i-Pioz Glacier (Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Districts Of Republican Subordination, Tajikistan",359,170,,,,
Falcondoite,4,,,,,,,,
