name,imayear,discovery_year,yearrruff,locality_counts,rarity_group
Schulenbergite,,1984.0,1982.0,166.0,Ubiquitous
Schüllerite,2010.0,,2010.0,5.0,Transitional
Schultenite,,1926.0,1926.0,38.0,Transitional
Schumacherite,,1983.0,1982.0,12.0,Transitional
Schwartzembergite,,1868.0,1868.0,23.0,Transitional
Schwertmannite,1990.0,1990.0,1990.0,48.0,Transitional
Sclarite,1988.0,1988.0,1988.0,3.0,Generally Rare
Scolecite,,1813.0,1813.0,453.0,Ubiquitous
Scordariite,,,2019.0,1.0,Endemic
Scorodite,,1818.0,1818.0,1345.0,Ubiquitous
Scorticoite,2013.0,,2019.0,1.0,Endemic
Scorzalite,,1947.0,1949.0,75.0,Ubiquitous
Scotlandite,,1978.0,1982.0,29.0,Transitional
Scottyite,2012.0,,2012.0,6.0,Transitional
Scrutinyite,,1988.0,1984.0,9.0,Transitional
Seaborgite,2013.0,,2020.0,1.0,Endemic
Seamanite,,1930.0,1930.0,6.0,Transitional
Searlesite,,1914.0,1914.0,41.0,Transitional
Sederholmite,,1964.0,1964.0,2.0,Generally Rare
Sedovite,,1965.0,1965.0,5.0,Transitional
Seeligerite,,,1970.0,13.0,Transitional
Seelite,,1993.0,1992.0,6.0,Transitional
Segelerite,1973.0,,1973.0,3.0,Generally Rare
Segerstromite,2014.0,,2014.0,1.0,Endemic
Segnitite,1991.0,1991.0,1991.0,170.0,Ubiquitous
Seidite-(Ce),1993.0,,1993.0,3.0,Generally Rare
Seidozerite,,1958.0,1958.0,8.0,Transitional
Seifertite,2004.0,,2004.0,3.0,Generally Rare
Seinäjokite,1976.0,,1976.0,5.0,Transitional
Sejkoraite-(Y),2009.0,,2009.0,3.0,Generally Rare
Sekaninaite,,1968.0,1967.0,40.0,Transitional
Selenium,,1934.0,1934.0,167.0,Ubiquitous
Selenojalpaite,2004.0,,2004.0,2.0,Generally Rare
Selenolaurite,,,2020.0,1.0,Endemic
Selenopolybasite,2006.0,,2006.0,7.0,Transitional
Selenostephanite,,1985.0,1982.0,3.0,Generally Rare
Seligmannite,,1901.0,1901.0,85.0,Ubiquitous
Selivanovaite,,,2016.0,1.0,Endemic
Sellaite,,1868.0,1868.0,67.0,Transitional
Selwynite,,1995.0,1993.0,1.0,Endemic
Semenovite-(Ce),1971.0,,1971.0,2.0,Generally Rare
Semseyite,,1881.0,1881.0,207.0,Ubiquitous
Senaite,,1898.0,1898.0,36.0,Transitional
Senarmontite,,1851.0,1851.0,211.0,Ubiquitous
Senegalite,1975.0,1975.0,1975.0,4.0,Generally Rare
Sengierite,,1949.0,1949.0,16.0,Transitional
Senkevichite,2004.0,,2004.0,1.0,Endemic
Sepiolite,,1847.0,1847.0,273.0,Ubiquitous
Serandite,,1931.0,1931.0,48.0,Transitional
Serendibite,,1902.0,1903.0,23.0,Transitional
Sergeevite,,,1979.0,2.0,Generally Rare
Sergevanite,,,2019.0,1.0,Endemic
Serpentine Subgroup,,,,2803.0,Ubiquitous
Serpierite,,1881.0,1881.0,358.0,Ubiquitous
Serrabrancaite,,2000.0,1998.0,9.0,Transitional
Sewardite,,,2001.0,7.0,Transitional
Shabaite-(Nd),1988.0,,1988.0,1.0,Endemic
Shabynite,1979.0,1979.0,1979.0,1.0,Endemic
Shadlunite,,1973.0,1972.0,4.0,Generally Rare
Shafranovskite,,1982.0,1981.0,6.0,Transitional
Shagamite,,,2021.0,1.0,Endemic
Shakhdaraite-(Y),,,2020.0,1.0,Endemic
Shakhovite,,,1980.0,9.0,Transitional
Shandite,,1950.0,1949.0,21.0,Transitional
Shannonite,,1995.0,1993.0,9.0,Transitional
Sharpite,,1935.0,1938.0,6.0,Transitional
Sharyginite,2013.0,,2017.0,9.0,Transitional
Shattuckite,,1915.0,1915.0,86.0,Ubiquitous
Shcherbakovite,,1954.0,1954.0,25.0,Transitional
Shcherbinaite,,1972.0,1971.0,10.0,Transitional
Shchurovskyite,2013.0,,2013.0,1.0,Endemic
Sheldrickite,,1991.0,1996.0,1.0,Endemic
Shenzhuangite,2013.0,,2017.0,2.0,Generally Rare
Sherwoodite,,1958.0,1958.0,27.0,Transitional
Shibkovite,,,1997.0,1.0,Endemic
Shigaite,,1985.0,1984.0,12.0,Transitional
Shilovite,2014.0,,2014.0,1.0,Endemic
Shimazakiite,2010.0,,2010.0,1.0,Endemic
Shinkolobweite,2013.0,,2016.0,1.0,Endemic
Shirokshinite,2001.0,,2001.0,2.0,Generally Rare
Shirozulite,2001.0,,2001.0,2.0,Generally Rare
Shkatulkalite,1993.0,,1993.0,3.0,Generally Rare
Shlykovite,2008.0,,2008.0,1.0,Endemic
Shomiokite-(Y),1990.0,,1990.0,2.0,Generally Rare
Shortite,,1939.0,1939.0,46.0,Transitional
Shosanbetsuite,2013.0,,2018.0,1.0,Endemic
Shuangfengite,1993.0,,1993.0,5.0,Transitional
Shubnikovite,,1953.0,1953.0,3.0,Generally Rare
Shuiskite-(Cr),,1979.0,2020.0,1.0,Endemic
Shuiskite-(Mg),1980.0,1980.0,1980.0,3.0,Generally Rare
Shulamitite,2011.0,2011.0,2011.0,12.0,Transitional
Shumwayite,2015.0,,2015.0,4.0,Generally Rare
Shuvalovite,2014.0,,2014.0,1.0,Endemic
Sibirskite,,1962.0,1962.0,3.0,Generally Rare
Sicherite,1997.0,,1997.0,2.0,Generally Rare
Sicklerite,,1912.0,1912.0,77.0,Ubiquitous
Siderazot,,1876.0,1876.0,7.0,Transitional
Siderite,,,1845.0,7298.0,Ubiquitous
Sideronatrite,,1878.0,1878.0,84.0,Ubiquitous
Siderophyllite,,1880.0,1881.0,110.0,Ubiquitous
Siderotil,,,1892.0,91.0,Ubiquitous
Sidorenkite,,1979.0,1978.0,10.0,Transitional
Sidpietersite,1998.0,,1998.0,5.0,Transitional
Sidwillite,1983.0,1983.0,1983.0,3.0,Generally Rare
Siegenite,,1850.0,1850.0,290.0,Ubiquitous
Sieleckiite,1987.0,1987.0,1987.0,3.0,Generally Rare
Sigloite,,1962.0,1962.0,5.0,Transitional
Siidraite,,,2016.0,1.0,Endemic
Silesiaite,,,2017.0,3.0,Generally Rare
Silhydrite,1970.0,1970.0,1970.0,8.0,Transitional
Silicocarnotite,2013.0,,2013.0,3.0,Generally Rare
Silicon,,,1982.0,26.0,Transitional
Silinaite,1990.0,1990.0,1990.0,1.0,Endemic
Sillénite,,,1943.0,29.0,Transitional
Sillimanite,,1824.0,1824.0,1679.0,Ubiquitous
Silver,,,0.0,5832.0,Ubiquitous
Silvialite,1998.0,,1998.0,6.0,Transitional
Simferite,1989.0,1989.0,1989.0,5.0,Transitional
Simmonsite,1999.0,1992.0,1997.0,2.0,Generally Rare
Simonellite,,1919.0,1919.0,1.0,Endemic
Simonite,1982.0,1982.0,1982.0,3.0,Generally Rare
Simonkolleite,1983.0,1983.0,1983.0,13.0,Transitional
Simplotite,,1956.0,1956.0,10.0,Transitional
Simpsonite,,1938.0,1938.0,19.0,Transitional
Sincosite,,1922.0,1922.0,12.0,Transitional
Sinhalite,,1952.0,1952.0,25.0,Transitional
Sinjarite,,1980.0,1979.0,4.0,Generally Rare
Sinkankasite,1982.0,,1982.0,3.0,Generally Rare
Sinnerite,1964.0,1964.0,1964.0,8.0,Transitional
Sinoite,,1964.0,1964.0,12.0,Transitional
Sitinakite,1989.0,1989.0,1989.0,5.0,Transitional
Siudaite,,2008.0,2018.0,1.0,Endemic
Siwaqaite,,,2019.0,1.0,Endemic
Skaergaardite,2003.0,,2003.0,15.0,Transitional
Skinnerite,,1974.0,1973.0,15.0,Transitional
Skippenite,,1987.0,1986.0,11.0,Transitional
Sklodowskite,,1924.0,1924.0,68.0,Transitional
Skorpionite,2005.0,,2005.0,2.0,Generally Rare
Skutterudite,,1845.0,1845.0,610.0,Ubiquitous
Slavíkite,2009.0,1926.0,1926.0,53.0,Transitional
Slavkovite,2004.0,,2004.0,7.0,Transitional
Slawsonite,,1977.0,1967.0,14.0,Transitional
Šlikite,2013.0,,2019.0,6.0,Transitional
Sluzhenikinite,,,2021.0,1.0,Endemic
Smamite,2013.0,,2019.0,1.0,Endemic
Smectite Group,,,,824.0,Ubiquitous
Smirnite,1982.0,1982.0,1982.0,9.0,Transitional
Smirnovskite,,1957.0,1957.0,2.0,Generally Rare
Smithite,,1905.0,1905.0,12.0,Transitional
Smithsonite,,1832.0,1832.0,2866.0,Ubiquitous
Smolyaninovite,,1956.0,1956.0,13.0,Transitional
Smrkovecite,1993.0,,1993.0,2.0,Generally Rare
Smythite,,1956.0,1956.0,92.0,Ubiquitous
Sobolevite,1982.0,1982.0,1982.0,2.0,Generally Rare
Sobolevskite,1973.0,1973.0,1973.0,68.0,Transitional
Sodalite,,1811.0,1811.0,727.0,Ubiquitous
Soddyite,,1922.0,1922.0,56.0,Transitional
Sofiite,,1989.0,1987.0,9.0,Transitional
Sogdianite,,1968.0,1968.0,3.0,Generally Rare
Söhngeite,1965.0,1965.0,1965.0,1.0,Endemic
Sokolovaite,2004.0,,2004.0,6.0,Transitional
Solongoite,1973.0,1973.0,1973.0,2.0,Generally Rare
Somersetite,2013.0,,2017.0,1.0,Endemic
Sonolite,,1963.0,1963.0,61.0,Transitional
Sonoraite,1968.0,1968.0,1968.0,13.0,Transitional
Sopcheite,1980.0,1980.0,1980.0,39.0,Transitional
Sorbyite,1966.0,1966.0,1966.0,7.0,Transitional
Sorosite,1994.0,,1994.0,6.0,Transitional
Sosedkoite,1981.0,1981.0,1981.0,1.0,Endemic
Součekite,,1979.0,1976.0,6.0,Transitional
Souzalite,,1947.0,1949.0,17.0,Transitional
Spadaite,,1863.0,1843.0,7.0,Transitional
Spaltiite,2014.0,,2014.0,1.0,Endemic
Spangolite,,1890.0,1890.0,132.0,Ubiquitous
Spencerite,,1916.0,1916.0,3.0,Generally Rare
Sperrylite,,1889.0,1889.0,426.0,Ubiquitous
Spertiniite,1980.0,1980.0,1980.0,22.0,Transitional
Spessartine,,1832.0,1832.0,1386.0,Ubiquitous
Sphaerobertrandite,2003.0,1957.0,1957.0,13.0,Transitional
Sphaerobismoite,1993.0,,1993.0,3.0,Generally Rare
Sphalerite,,1847.0,1847.0,23912.0,Ubiquitous
Spheniscidite,1977.0,1976.0,1977.0,13.0,Transitional
Spherocobaltite,,1877.0,1877.0,65.0,Transitional
Spinel,,,0.0,2349.0,Ubiquitous
Spionkopite,1978.0,,1978.0,88.0,Ubiquitous
Spiridonovite,,,2019.0,1.0,Endemic
Spiroffite,,1962.0,1962.0,5.0,Transitional
Spodumene,,1800.0,1800.0,809.0,Ubiquitous
Spriggite,2002.0,,2002.0,2.0,Generally Rare
Springcreekite,1998.0,,1998.0,1.0,Endemic
Spryite,2016.0,,2015.0,1.0,Endemic
Spurrite,,1908.0,1908.0,71.0,Ubiquitous
Srebrodolskite,1984.0,1984.0,1984.0,33.0,Transitional
Šreinite,2004.0,2004.0,2004.0,1.0,Endemic
Srilankite,1982.0,1982.0,1982.0,8.0,Transitional
Stalderite,1987.0,1987.0,1987.0,2.0,Generally Rare
Stanĕkite,1994.0,,1994.0,14.0,Transitional
Stanfieldite,1966.0,1966.0,1966.0,17.0,Transitional
Stangersite,,1997.0,2020.0,1.0,Endemic
Stanleyite,1980.0,1980.0,1980.0,2.0,Generally Rare
Stannite,,1797.0,1832.0,764.0,Ubiquitous
Stannoidite,1968.0,1968.0,1968.0,99.0,Ubiquitous
Stannopalladinite,,1947.0,1947.0,16.0,Transitional
Starkeyite,,,1945.0,90.0,Ubiquitous
Staročeskéite,2013.0,,2017.0,4.0,Generally Rare
Starovaite,2011.0,2011.0,2011.0,3.0,Generally Rare
Staurolite,,1792.0,1792.0,1109.0,Ubiquitous
Stavelotite-(La),2004.0,,2004.0,1.0,Endemic
Steacyite,1981.0,1981.0,1981.0,15.0,Transitional
Steedeite,2013.0,,2013.0,1.0,Endemic
Steenstrupine-(Ce),,,1882.0,39.0,Transitional
Stefanweissite,,,2018.0,1.0,Endemic
Steigerite,,1935.0,1935.0,11.0,Transitional
Steinhardtite,2014.0,,2014.0,1.0,Endemic
Steinmetzite,2015.0,,2015.0,2.0,Generally Rare
Steklite,2011.0,,2011.0,7.0,Transitional
Stellerite,,1909.0,1909.0,226.0,Ubiquitous
Stenhuggarite,1966.0,1966.0,1966.0,1.0,Endemic
Stenonite,,1962.0,1962.0,2.0,Generally Rare
Stepanovite,,1953.0,1953.0,2.0,Generally Rare
Stephanite,,1845.0,1845.0,683.0,Ubiquitous
Štěpite,2012.0,,2012.0,2.0,Generally Rare
Stercorite,,1850.0,1850.0,7.0,Transitional
Stergiouite,,,2019.0,4.0,Generally Rare
Sterlinghillite,1980.0,1980.0,1980.0,3.0,Generally Rare
Sternbergite,,1827.0,1827.0,81.0,Ubiquitous
Steropesite,2008.0,,2008.0,1.0,Endemic
Sterryite,1966.0,1966.0,1966.0,6.0,Transitional
Stetefeldtite,2013.0,,1867.0,26.0,Transitional
Stetindite-(Ce),2008.0,,2008.0,9.0,Transitional
Stevensite,,1873.0,1873.0,67.0,Transitional
Steverustite,2008.0,,2008.0,18.0,Transitional
Stewartite,,1912.0,1912.0,57.0,Transitional
Stibarsen,,1941.0,1941.0,61.0,Transitional
Stibiconite,,1862.0,1832.0,500.0,Ubiquitous
Stibioclaudetite,2007.0,,2007.0,4.0,Generally Rare
Stibiocolumbite,,1915.0,1915.0,16.0,Transitional
Stibiocolusite,1991.0,1991.0,1991.0,4.0,Generally Rare
Stibiopalladinite,,1927.0,1927.0,93.0,Ubiquitous
Stibiotantalite,,1893.0,1893.0,65.0,Transitional
Stibivanite,1980.0,,1980.0,3.0,Generally Rare
Stibnite,,,1832.0,3755.0,Ubiquitous
Stichtite,,1910.0,1910.0,51.0,Transitional
Stilbite-Ca,,,1801.0,324.0,Ubiquitous
Stilbite-Na,,,1997.0,18.0,Transitional
Stilleite,,1956.0,1956.0,9.0,Transitional
Stillwaterite,1974.0,1974.0,1974.0,34.0,Transitional
Stillwellite-(Ce),,,1955.0,25.0,Transitional
Stilpnomelane,,1827.0,1827.0,534.0,Ubiquitous
Stishovite,,1962.0,1962.0,29.0,Transitional
Stistaite,1969.0,1969.0,1969.0,13.0,Transitional
Stöfflerite,,,2017.0,1.0,Endemic
Stoiberite,1979.0,1979.0,1979.0,2.0,Generally Rare
Stokesite,,1899.0,1900.0,26.0,Transitional
Stolperite,,,2016.0,2.0,Generally Rare
Stolzite,,1845.0,1845.0,185.0,Ubiquitous
Stoppaniite,1996.0,,1996.0,2.0,Generally Rare
Stottite,,1958.0,1958.0,1.0,Endemic
Stracherite,,,2017.0,2.0,Generally Rare
Straczekite,1983.0,1983.0,1983.0,4.0,Generally Rare
Strakhovite,1993.0,1993.0,1993.0,4.0,Generally Rare
Stranskiite,,1960.0,1960.0,8.0,Transitional
Strashimirite,1967.0,1967.0,1967.0,119.0,Ubiquitous
Straßmannite,,,2018.0,4.0,Generally Rare
Strätlingite,1975.0,,1975.0,12.0,Transitional
Strelkinite,1973.0,1973.0,1973.0,14.0,Transitional
Strengite,,1877.0,1877.0,304.0,Ubiquitous
Stringhamite,1974.0,1974.0,1974.0,9.0,Transitional
Stromeyerite,,1832.0,1832.0,395.0,Ubiquitous
Stronadelphite,2008.0,,2008.0,6.0,Transitional
Stronalsite,1983.0,1983.0,1983.0,16.0,Transitional
Strontianite,,1790.0,1791.0,707.0,Ubiquitous
Strontio-orthojoaquinite,,,1979.0,4.0,Generally Rare
Strontioborite,,1960.0,2020.0,1.0,Endemic
Strontiochevkinite,1983.0,1983.0,1983.0,4.0,Generally Rare
Strontiodresserite,1977.0,1977.0,1977.0,4.0,Generally Rare
Strontiofluorite,2009.0,,2009.0,2.0,Generally Rare
Strontioginorite,,1959.0,1959.0,8.0,Transitional
Strontiohurlbutite,2012.0,2012.0,2012.0,1.0,Endemic
Strontiojoaquinite,,1982.0,1979.0,4.0,Generally Rare
Strontiomelane,,1999.0,1995.0,3.0,Generally Rare
Strontioperloffite,2015.0,,2015.0,1.0,Endemic
Strontiopharmacosiderite,2013.0,,2013.0,2.0,Generally Rare
Strontioruizite,,,2017.0,1.0,Endemic
Strontiowhitlockite,1989.0,1989.0,1989.0,3.0,Generally Rare
Strunzite,,1957.0,1958.0,111.0,Ubiquitous
Struvite,,1846.0,1846.0,38.0,Transitional
Struvite-(K),2003.0,,2003.0,2.0,Generally Rare
Studenitsite,1994.0,,1994.0,1.0,Endemic
Studtite,,1947.0,1947.0,32.0,Transitional
Stumpflite,1972.0,1972.0,1972.0,10.0,Transitional
Sturmanite,1981.0,,1981.0,6.0,Transitional
Stützite,1951.0,,1878.0,122.0,Ubiquitous
Suanite,,1953.0,1953.0,18.0,Transitional
Sudburyite,1973.0,1973.0,1973.0,59.0,Transitional
Sudoite,1966.0,1962.0,1962.0,64.0,Transitional
Sudovikovite,1995.0,,1995.0,3.0,Generally Rare
Suenoite,,,2019.0,1.0,Endemic
Suessite,1979.0,,1979.0,9.0,Transitional
Sugakiite,2005.0,,2005.0,4.0,Generally Rare
Sugilite,1974.0,,1974.0,15.0,Transitional
Suhailite,2007.0,,2007.0,2.0,Generally Rare
Sulfhydrylbystrite,2015.0,,2015.0,1.0,Endemic
Sulfoborite,,1893.0,1893.0,12.0,Transitional
Sulphohalite,,,1888.0,5.0,Transitional
Sulphotsumoite,1980.0,1980.0,1980.0,20.0,Transitional
Sulphur,,,0.0,2460.0,Ubiquitous
Sulphur-β,,1912.0,1912.0,6.0,Transitional
Sulvanite,,1900.0,1900.0,63.0,Transitional
Sundiusite,1979.0,,1979.0,3.0,Generally Rare
Suolunite,,1965.0,1965.0,11.0,Transitional
Suredaite,1997.0,,1997.0,2.0,Generally Rare
Surinamite,1974.0,1974.0,1974.0,15.0,Transitional
Surite,1977.0,1977.0,1977.0,5.0,Transitional
Sursassite,,1926.0,1926.0,30.0,Transitional
Susannite,,1827.0,1845.0,126.0,Ubiquitous
Suseinargiuite,2014.0,,2014.0,1.0,Endemic
Sussexite,,1868.0,1868.0,30.0,Transitional
Suzukiite,1978.0,1978.0,1978.0,5.0,Transitional
Svabite,,1891.0,1891.0,25.0,Transitional
Svanbergite,,1851.0,1854.0,124.0,Ubiquitous
Sveinbergeite,2010.0,1987.0,2010.0,1.0,Endemic
Sveite,1980.0,1980.0,1980.0,3.0,Generally Rare
Švenekite,1999.0,,1999.0,2.0,Generally Rare
Sverigeite,1983.0,1983.0,1983.0,1.0,Endemic
Svetlanaite,,,2020.0,1.0,Endemic
Svornostite,2014.0,,2014.0,1.0,Endemic
Svyatoslavite,1988.0,1988.0,1988.0,1.0,Endemic
Svyazhinite,1983.0,1983.0,1983.0,1.0,Endemic
Swaknoite,1991.0,1991.0,1991.0,1.0,Endemic
Swamboite-(Nd),1981.0,1981.0,1981.0,2.0,Generally Rare
Swartzite,,1948.0,1951.0,4.0,Generally Rare
Swedenborgite,,1924.0,1924.0,2.0,Generally Rare
Sweetite,1983.0,1983.0,1983.0,4.0,Generally Rare
Swinefordite,1973.0,1973.0,1973.0,5.0,Transitional
Switzerite,,1967.0,1966.0,28.0,Transitional
Sylvanite,,1835.0,1832.0,406.0,Ubiquitous
Sylvite,,1832.0,1823.0,325.0,Ubiquitous
Symesite,1998.0,1998.0,1998.0,2.0,Generally Rare
Symplesite,,1837.0,1837.0,110.0,Ubiquitous
Synadelphite,,1884.0,1884.0,5.0,Transitional
Synchysite-(Ce),1982.0,,1901.0,289.0,Ubiquitous
Synchysite-(Nd),,,1978.0,9.0,Transitional
Synchysite-(Y),,,1955.0,68.0,Transitional
Syngenite,,1872.0,1872.0,51.0,Transitional
Szaibélyite,,1861.0,1862.0,102.0,Ubiquitous
Szenicsite,1993.0,1993.0,1993.0,3.0,Generally Rare
Szklaryite,,,2012.0,1.0,Endemic
Szmikite,,1877.0,1877.0,18.0,Transitional
Szomolnokite,,1877.0,1891.0,164.0,Ubiquitous
Szymańskiite,,1990.0,1989.0,1.0,Endemic
Sørensenite,1965.0,1962.0,1965.0,6.0,Transitional
Tacharanite,,1961.0,1961.0,53.0,Transitional
Tachyhydrite,,1856.0,1856.0,19.0,Transitional
Tadzhikite-(Ce),,,1969.0,20.0,Transitional
Taenite,,1861.0,1861.0,730.0,Ubiquitous
Taikanite,1984.0,1984.0,1984.0,4.0,Generally Rare
Taimyrite-I,,1976.0,1973.0,16.0,Transitional
Tainiolite,,,1901.0,46.0,Transitional
Taipingite-(Ce),,,2019.0,1.0,Endemic
Takanawaite-(Y),2011.0,,2011.0,2.0,Generally Rare
Takanelite,1970.0,1970.0,1970.0,19.0,Transitional
Takedaite,1993.0,1993.0,1993.0,1.0,Endemic
Takéuchiite,1980.0,1980.0,1980.0,1.0,Endemic
Takovite,,1957.0,1955.0,21.0,Transitional
Talc,,1546.0,0.0,3759.0,Ubiquitous
Talmessite,,1960.0,1960.0,51.0,Transitional
Talnakhite,1967.0,,1967.0,49.0,Transitional
Tamaite,,,1999.0,3.0,Generally Rare
Tamarugite,,1889.0,1889.0,97.0,Ubiquitous
Tamboite,,,2016.0,1.0,Endemic
Tancaite-(Ce),2009.0,,2009.0,3.0,Generally Rare
Tancoite,1979.0,1979.0,1979.0,1.0,Endemic
Taneyamalite,1977.0,1977.0,1977.0,5.0,Transitional
Tangdanite,2012.0,,2011.0,16.0,Transitional
Tangeite,,1925.0,1926.0,68.0,Transitional
Taniajacoite,2015.0,,2014.0,1.0,Endemic
Tanohataite,2007.0,,2007.0,2.0,Generally Rare
Tantalaeschynite-(Y),,,1969.0,3.0,Generally Rare
Tantalcarbide,,,1909.0,1.0,Endemic
Tantalite-(Fe),2008.0,1836.0,1836.0,112.0,Ubiquitous
Tantalite-(Mg),2002.0,,2002.0,2.0,Generally Rare
Tantalite-(Mn),,1887.0,1877.0,242.0,Ubiquitous
Tantalowodginite,,,2018.0,3.0,Generally Rare
Tanteuxenite-(Y),,,1928.0,21.0,Transitional
Tantite,1982.0,1982.0,1982.0,5.0,Transitional
Tapiaite,2014.0,,2014.0,1.0,Endemic
Tapiolite-(Fe),,1863.0,1863.0,96.0,Ubiquitous
Tapiolite-(Mn),,1983.0,1983.0,3.0,Generally Rare
Taramellite,,1908.0,1908.0,8.0,Transitional
Taramite,2012.0,,1925.0,18.0,Transitional
Taranakite,,1865.0,1865.0,66.0,Transitional
Tarapacáite,,1878.0,1878.0,6.0,Transitional
Tarbagataite,2010.0,,2010.0,1.0,Endemic
Tarbuttite,,1907.0,1907.0,13.0,Transitional
Tarkianite,2003.0,,2003.0,8.0,Transitional
Taseqite,2002.0,,2002.0,3.0,Generally Rare
Tashelgite,2010.0,,2010.0,1.0,Endemic
Tassieite,2006.0,,2005.0,1.0,Endemic
Tatarinovite,2015.0,,2015.0,2.0,Generally Rare
Tatarskite,,1963.0,1963.0,2.0,Generally Rare
Tatyanaite,1995.0,,1995.0,4.0,Generally Rare
Tausonite,1982.0,1982.0,1982.0,10.0,Transitional
Tavagnascoite,2015.0,,2014.0,4.0,Generally Rare
Tavorite,,1955.0,1954.0,39.0,Transitional
Tazheranite,1969.0,1969.0,1969.0,13.0,Transitional
Tazieffite,2008.0,,2008.0,1.0,Endemic
Tazzoliite,2011.0,,2011.0,1.0,Endemic
Teallite,,1904.0,1904.0,42.0,Transitional
Tedhadleyite,,1996.0,2001.0,1.0,Endemic
Teepleite,,1938.0,1939.0,3.0,Generally Rare
Tegengrenite,,,1999.0,3.0,Generally Rare
Teineite,,1936.0,1939.0,19.0,Transitional
Telargpalite,1972.0,1972.0,1972.0,30.0,Transitional
Tellurantimony,1972.0,,1972.0,35.0,Transitional
Tellurite,,1842.0,1845.0,69.0,Transitional
Tellurium,,1802.0,1802.0,240.0,Ubiquitous
Tellurobismuthite,,1815.0,1863.0,341.0,Ubiquitous
Tellurohauchecornite,1978.0,1978.0,1978.0,2.0,Generally Rare
Telluromandarinoite,2011.0,,2011.0,1.0,Endemic
Telluronevskite,,,1993.0,3.0,Generally Rare
Telluropalladinite,1978.0,1978.0,1978.0,24.0,Transitional
Telluroperite,2009.0,,2009.0,6.0,Transitional
Telyushenkoite,2001.0,,2001.0,1.0,Endemic
Temagamite,1973.0,1973.0,1973.0,33.0,Transitional
Tengchongite,1984.0,1984.0,1984.0,3.0,Generally Rare
Tengerite-(Y),1993.0,1838.0,1838.0,47.0,Transitional
Tennantite-(Cu),,,2021.0,8.0,Transitional
Tennantite-(Fe),,,1819.0,31.0,Transitional
Tennantite-(Hg),2013.0,,2020.0,4.0,Generally Rare
Tennantite-(Zn),,,1855.0,28.0,Transitional
Tenorite,,1841.0,1842.0,1246.0,Ubiquitous
Tephroite,,1823.0,1823.0,272.0,Ubiquitous
Terlinguacreekite,2004.0,,2004.0,3.0,Generally Rare
Terlinguaite,,1900.0,1900.0,26.0,Transitional
Ternesite,1995.0,,1995.0,9.0,Transitional
Ternovite,,,1992.0,3.0,Generally Rare
Terranovaite,1995.0,,1995.0,1.0,Endemic
Terrywallaceite,2011.0,,2011.0,7.0,Transitional
Terskite,1982.0,1982.0,1982.0,8.0,Transitional
Tertschite,,1952.0,1953.0,2.0,Generally Rare
Teruggite,1968.0,1968.0,1968.0,3.0,Generally Rare
Teschemacherite,,1868.0,1868.0,6.0,Transitional
Tetra-auricupride,1982.0,1982.0,1982.0,38.0,Transitional
Tetradymite,,1831.0,1831.0,616.0,Ubiquitous
Tetraferriannite,,,1925.0,15.0,Transitional
Tetraferriphlogopite,2008.0,,1925.0,64.0,Transitional
Tetraferroplatinum,1974.0,1974.0,1974.0,83.0,Ubiquitous
Tetrahedrite-(Fe),,,1863.0,39.0,Transitional
Tetrahedrite-(Hg),,,2019.0,7.0,Transitional
Tetrahedrite-(Zn),,,1845.0,96.0,Ubiquitous
Tetrarooseveltite,1993.0,1993.0,1993.0,1.0,Endemic
Tetrataenite,1979.0,1979.0,1979.0,124.0,Ubiquitous
Tetrawickmanite,1971.0,1971.0,1971.0,9.0,Transitional
Tewite,2014.0,,2014.0,1.0,Endemic
Thadeuite,1978.0,,1978.0,2.0,Generally Rare
Thalcusite,1975.0,1975.0,1975.0,18.0,Transitional
Thalénite-(Y),2014.0,,1898.0,40.0,Transitional
Thalfenisite,1979.0,1979.0,1979.0,1.0,Endemic
Thalhammerite,2013.0,,2018.0,2.0,Generally Rare
Thalliomelane,,,2019.0,1.0,Endemic
Thalliumpharmacosiderite,2013.0,,2013.0,4.0,Generally Rare
Thaumasite,,1878.0,1878.0,214.0,Ubiquitous
Thebaite-(NH4),2013.0,,,1.0,Endemic
Theisite,1980.0,1980.0,1980.0,70.0,Transitional
Thénardite,2014.0,1826.0,1826.0,344.0,Ubiquitous
Theoparacelsite,1998.0,,1998.0,1.0,Endemic
Theophrastite,1980.0,1980.0,1980.0,7.0,Transitional
Therasiaite,2013.0,,2013.0,1.0,Endemic
Thérèsemagnanite,1991.0,,1991.0,3.0,Generally Rare
Thermaerogenite,2013.0,,2018.0,1.0,Endemic
Thermessaite,2007.0,,2007.0,3.0,Generally Rare
Thermessaite-(NH4),2011.0,,,2.0,Generally Rare
Thermonatrite,,1845.0,1845.0,79.0,Ubiquitous
Thomasclarkite-(Y),1997.0,,1997.0,2.0,Generally Rare
Thometzekite,1982.0,1982.0,1982.0,15.0,Transitional
Thomsenolite,,,1868.0,29.0,Transitional
Thomsonite-Ca,,1820.0,1820.0,521.0,Ubiquitous
Thomsonite-Sr,2000.0,,2000.0,4.0,Generally Rare
Thorasphite,,,2018.0,1.0,Endemic
Thorbastnäsite,,,1965.0,15.0,Transitional
Thoreaulite,,1933.0,1933.0,10.0,Transitional
Thorianite,,1904.0,1904.0,284.0,Ubiquitous
Thorikosite,1984.0,,1984.0,8.0,Transitional
Thorite,,1829.0,1817.0,1221.0,Ubiquitous
